filepath,file_size,num_sections,export_count,avg_entropy,label
C:\Windows\System32\umpoext.dll,294912,8,2,2.956430583,0
C:\Windows\System32\umpowmi.dll,114688,7,4,2.457013982,0
C:\Windows\System32\umrdp.dll,434176,8,2,3.279758953,0
C:\Windows\System32\unattend.dll,271816,7,75,2.779450173,0
C:\Windows\System32\unenrollhook.dll,122880,7,2,2.530733912,0
C:\Windows\System32\UnifiedConsent.dll,376832,7,5,3.233077639,0
C:\Windows\System32\unimdmat.dll,106496,8,19,1.836700987,0
C:\Windows\System32\UnionFSApi.dll,255392,7,6,2.883693382,0
C:\Windows\System32\uniplat.dll,53248,8,26,1.361223259,0
C:\Windows\System32\Unistore.dll,1191936,8,42,3.405365983,0
C:\Windows\System32\untfs.dll,647168,7,168,3.144936733,0
C:\Windows\System32\UpdateAgent.dll,3950024,10,14,3.073604871,0
C:\Windows\System32\UpdateCompression.dll,542112,8,9,3.039138668,0
C:\Windows\System32\updatecsp.dll,106496,7,2,2.515855203,0
C:\Windows\System32\updatepolicy.dll,154056,7,13,3.721509005,0
C:\Windows\System32\UpdateReboot.dll,159744,7,5,2.487321268,0
C:\Windows\System32\upnp.dll,524288,8,5,3.596367427,0
C:\Windows\System32\upnphost.dll,552960,8,6,3.165108813,0
C:\Windows\System32\UPPrinterInstallsCSP.dll,126976,8,2,2.213201331,0
C:\Windows\System32\upshared.dll,902560,8,10,3.463460077,0
C:\Windows\System32\uReFS.dll,1732608,7,15,3.915465503,0
C:\Windows\System32\uReFSv1.dll,614400,7,13,3.39800157,0
C:\Windows\System32\ureg.dll,61440,7,27,1.687924414,0
C:\Windows\System32\url.dll,344064,8,18,1.816603759,0
C:\Windows\System32\urlmon.dll,1904640,9,318,3.650985188,0
C:\Windows\System32\UsbCApi.dll,65536,7,10,1.934252045,0
C:\Windows\System32\usbceip.dll,135168,8,5,2.369523537,0
C:\Windows\System32\usbmon.dll,1392640,8,11,3.572533997,0
C:\Windows\System32\usbperf.dll,36864,7,3,1.682168371,0
C:\Windows\System32\UsbPmApi.dll,81920,8,7,2.052588999,0
C:\Windows\System32\UsbSettingsHandlers.dll,282624,8,1,2.875070469,0
C:\Windows\System32\UsbTask.dll,90112,7,4,2.272249553,0
C:\Windows\System32\usbui.dll,110592,7,12,2.647633565,0
C:\Windows\System32\user32.dll,1902200,8,1196,3.29997285,0
C:\Windows\System32\UserAccountControlSettings.dll,122880,8,2,2.810021093,0
C:\Windows\System32\useractivitybroker.dll,188416,8,3,2.533277435,0
C:\Windows\System32\usercpl.dll,716800,8,4,3.393601132,0
C:\Windows\System32\UserDataAccessRes.dll,16384,2,0,1.878799015,0
C:\Windows\System32\UserDataAccountApis.dll,376832,8,3,2.859181757,0
C:\Windows\System32\UserDataLanguageUtil.dll,73728,8,35,1.732529282,0
C:\Windows\System32\UserDataPlatformHelperUtil.dll,94208,8,68,2.023163995,0
C:\Windows\System32\UserDataService.dll,1593344,8,5,3.596641715,0
C:\Windows\System32\UserDataTimeUtil.dll,147456,8,48,2.249141841,0
C:\Windows\System32\UserDataTypeHelperUtil.dll,77824,8,47,1.784090549,0
C:\Windows\System32\UserDeviceRegistration.dll,233472,8,3,2.507641276,0
C:\Windows\System32\UserDeviceRegistration.Ngc.dll,348160,8,3,2.965890779,0
C:\Windows\System32\userenv.dll,187408,8,79,2.592646411,0
C:\Windows\System32\userinitext.dll,73728,8,12,1.696136122,0
C:\Windows\System32\UserLanguageProfileCallback.dll,106496,8,1,2.200707118,0
C:\Windows\System32\usermgr.dll,1454080,8,2,3.487302342,0
C:\Windows\System32\usermgrcli.dll,104776,8,38,2.17179407,0
C:\Windows\System32\UserMgrProxy.dll,385024,8,3,2.872682566,0
C:\Windows\System32\usoapi.dll,200704,7,2,3.091287744,0
C:\Windows\System32\usocoreps.dll,65536,7,2,2.030940355,0
C:\Windows\System32\usodocked.dll,667648,8,4,3.444399616,0
C:\Windows\System32\usosvc.dll,81920,7,5,2.240198374,0
C:\Windows\System32\usp10.dll,102400,7,44,1.608418212,0
C:\Windows\System32\ustprov.dll,73728,7,4,2.09192831,0
C:\Windows\System32\utcapi.dll,67000,7,13,1.722519726,0
C:\Windows\System32\utcutil.dll,159744,8,4,2.664903792,0
C:\Windows\System32\utildll.dll,75840,8,34,1.575238835,0
C:\Windows\System32\uudf.dll,200704,7,18,2.720557755,0
C:\Windows\System32\UvcModel.dll,196608,8,2,2.622751447,0
C:\Windows\System32\UXFrame.dll,360448,8,4,3.326614747,0
C:\Windows\System32\UXInit.dll,200704,8,13,2.138525094,0
C:\Windows\System32\uxlib.dll,185784,7,414,2.586357479,0
C:\Windows\System32\uxlibres.dll,21920,2,0,1.138660437,0
C:\Windows\System32\uxtheme.dll,704512,8,197,3.193218943,0
C:\Windows\System32\Vault.dll,311296,8,2,3.151123741,0
C:\Windows\System32\VaultCDS.dll,167936,7,2,2.608548189,0
C:\Windows\System32\vaultcli.dll,323584,8,24,3.066998786,0
C:\Windows\System32\VaultRoaming.dll,147456,8,5,2.292594481,0
C:\Windows\System32\vaultsvc.dll,425984,8,2,2.731201303,0
C:\Windows\System32\vbsapi.dll,245760,8,26,2.498570905,0
C:\Windows\System32\vbscript.dll,663552,8,4,3.777797017,0
C:\Windows\System32\vbssysprep.dll,163840,8,3,2.212202528,0
C:\Windows\System32\vcamp110.dll,385488,6,130,4.498043627,0
C:\Windows\System32\vcamp140.dll,408144,6,165,5.178985796,0
C:\Windows\System32\VCardParser.dll,208896,8,6,2.362898803,0
C:\Windows\System32\vccorlib110.dll,354264,7,249,4.128083647,0
C:\Windows\System32\vccorlib140.dll,351824,6,256,4.962870181,0
C:\Windows\System32\vcomp110.dll,138208,6,113,3.923581514,0
C:\Windows\System32\vcomp140.dll,192104,6,113,4.558995474,0
C:\Windows\System32\vcruntime140.dll,119888,8,71,3.691443328,0
C:\Windows\System32\vcruntime140_1.dll,49744,6,3,3.700315243,0
C:\Windows\System32\vcruntime140_1_clr0400.dll,37800,6,3,3.911558767,0
C:\Windows\System32\vcruntime140_clr0400.dll,98728,7,71,4.131651304,0
C:\Windows\System32\vcruntime140_threads.dll,38480,6,28,3.078423786,0
C:\Windows\System32\vdsbas.dll,290816,7,87,2.965999663,0
C:\Windows\System32\vdsdyn.dll,651264,7,32,2.863269569,0
C:\Windows\System32\vdsutil.dll,176128,8,238,2.542356613,0
C:\Windows\System32\vdsvd.dll,110592,7,32,2.577284498,0
C:\Windows\System32\vds_ps.dll,114688,7,5,2.073512545,0
C:\Windows\System32\verifier.dll,402296,7,26,3.565227611,0
C:\Windows\System32\version.dll,55192,7,17,1.669023002,0
C:\Windows\System32\vertdll.dll,216376,9,185,1.979583483,0
C:\Windows\System32\vfpapi.dll,159744,7,74,2.823256946,0
C:\Windows\System32\vfuprov.dll,131072,7,2,2.395697905,0
C:\Windows\System32\vfwwdm32.dll,94208,7,3,2.436286302,0
C:\Windows\System32\VhfUm.dll,61440,7,5,1.809208996,0
C:\Windows\System32\vid.dll,263600,8,215,2.684923003,0
C:\Windows\System32\VideoHandlers.dll,299008,8,3,2.848498862,0
C:\Windows\System32\VIDRESZR.DLL,141976,8,10,2.385988861,0
C:\Windows\System32\virtdisk.dll,103840,8,29,2.018952212,0
C:\Windows\System32\VirtualMon.dll,229376,8,2,2.555185642,0
C:\Windows\System32\VirtualSurroundApo.dll,135168,9,3,3.156214489,0
C:\Windows\System32\VmApplicationHealthMonitorProxy.dll,54600,8,4,1.433402007,0
C:\Windows\System32\vmbuspipe.dll,84144,7,10,1.988896111,0
C:\Windows\System32\vmbuspiper.dll,75192,7,7,2.070322064,0
C:\Windows\System32\vmbusvdev.dll,271792,7,4,3.028548595,0
C:\Windows\System32\vmchipset.dll,1177016,8,4,3.680463791,0
C:\Windows\System32\vmcompute.dll,857512,10,81,3.259635737,0
C:\Windows\System32\vmcomputeeventlog.dll,46400,2,0,1.831647587,0
C:\Windows\System32\VmCrashDump.dll,329120,7,4,3.143910514,0
C:\Windows\System32\vmdevicehost.dll,266240,8,18,2.625871047,0
C:\Windows\System32\vmdynmem.dll,398768,7,4,3.338839557,0
C:\Windows\System32\vmfirmware.dll,6436296,2,0,2.83470539,0
C:\Windows\System32\vmfirmwarehcl.dll,36238768,2,0,2.876729455,0
C:\Windows\System32\vmflexio.dll,603552,7,4,3.836295498,0
C:\Windows\System32\vmhbmgmt.dll,131072,7,3,3.110819946,0
C:\Windows\System32\vmiccore.dll,382368,7,4,3.38299543,0
C:\Windows\System32\vmictimeprovider.dll,91576,7,3,2.169767063,0
C:\Windows\System32\vmpmem.dll,550304,7,4,3.503947467,0
C:\Windows\System32\vmprox.dll,439728,7,9,3.572379911,0
C:\Windows\System32\vmrdvcore.dll,479232,8,3,2.798299983,0
C:\Windows\System32\vmserial.dll,579000,7,4,3.816323483,0
C:\Windows\System32\vmsif.dll,325064,8,162,2.627409104,0
C:\Windows\System32\vmsifcore.dll,148912,7,18,2.645895119,0
C:\Windows\System32\vmsifproxystub.dll,50608,7,5,1.480116671,0
C:\Windows\System32\vmsmb.dll,431536,7,4,3.417718877,0
C:\Windows\System32\VmSynthNic.dll,464304,7,4,3.9616048,0
C:\Windows\System32\vmsynthstor.dll,517560,8,4,3.014408385,0
C:\Windows\System32\vmuidevices.dll,615880,7,4,3.942761808,0
C:\Windows\System32\vmusrv.dll,718256,7,12,3.677907038,0
C:\Windows\System32\vmvirtio.dll,169392,7,22,3.110559052,0
C:\Windows\System32\vmvpci.dll,507904,7,4,3.274501729,0
C:\Windows\System32\vmwpctrl.dll,124320,7,5,2.441597008,0
C:\Windows\System32\vmwpevents.dll,132400,2,0,1.965147328,0
C:\Windows\System32\VocabRoamingHandler.dll,176128,8,2,2.386099976,0
C:\Windows\System32\VoiceActivationManager.dll,118784,7,4,2.540336279,0
C:\Windows\System32\VoiceClarityApo.dll,4825088,12,2,3.099850457,0
C:\Windows\System32\VoipRT.dll,241664,8,3,2.532604975,0
C:\Windows\System32\vp9fs.dll,329144,7,3,3.4598566,0
C:\Windows\System32\vpnike.dll,700416,8,6,2.521303381,0
C:\Windows\System32\vpnikeapi.dll,81920,8,24,1.687266249,0
C:\Windows\System32\VpnSohDesktop.dll,32768,7,2,1.516232473,0
C:\Windows\System32\VPNv2CSP.dll,258048,8,2,2.755609482,0
C:\Windows\System32\VrdUmed.dll,54576,7,4,1.58267185,0
C:\Windows\System32\VscMgrPS.dll,40960,7,4,1.520850208,0
C:\Windows\System32\vssapi.dll,1556480,8,84,3.31818644,0
C:\Windows\System32\vsstrace.dll,98304,8,15,2.115568823,0
C:\Windows\System32\vss_ps.dll,77824,8,5,1.79754849,0
C:\Windows\System32\vulkan-1-999-0-0-0.dll,1465992,10,246,3.223888098,0
C:\Windows\System32\vulkan-1.dll,1511784,11,246,3.090480498,0
C:\Windows\System32\w32time.dll,798720,8,28,3.083181542,0
C:\Windows\System32\w32topl.dll,57344,7,79,2.034774952,0
C:\Windows\System32\WaaSAssessment.dll,147456,7,4,2.335140484,0
C:\Windows\System32\WaaSMedicPS.dll,53248,7,2,2.037616868,0
C:\Windows\System32\WaaSMedicSvc.dll,94208,7,4,2.411707872,0
C:\Windows\System32\WABSyncProvider.dll,86016,7,6,2.814719496,0
C:\Windows\System32\WalletBackgroundServiceProxy.dll,36864,7,2,1.398106235,0
C:\Windows\System32\WalletProxy.dll,118784,7,2,1.96763588,0
C:\Windows\System32\WalletService.dll,450560,8,3,2.968183974,0
C:\Windows\System32\wavemsp.dll,278528,7,4,3.721117588,0
C:\Windows\System32\wbemcomn.dll,495616,8,1401,2.724091165,0
C:\Windows\System32\wbiosrvc.dll,962560,8,5,3.771811677,0
C:\Windows\System32\wci.dll,53248,7,14,1.883578879,0
C:\Windows\System32\wcimage.dll,163840,10,14,2.280000215,0
C:\Windows\System32\wcmapi.dll,188416,8,36,2.415267106,0
C:\Windows\System32\wcmcsp.dll,262144,8,6,2.860683836,0
C:\Windows\System32\wcmsvc.dll,1425408,8,5,3.992623834,0
C:\Windows\System32\WcnApi.dll,176128,8,2,2.820092457,0
C:\Windows\System32\wcncsvc.dll,483328,8,2,3.291915467,0
C:\Windows\System32\WcnEapAuthProxy.dll,61440,7,1,2.099298137,0
C:\Windows\System32\WcnEapPeerProxy.dll,61440,7,4,2.003370851,0
C:\Windows\System32\WcnNetsh.dll,69632,7,2,2.52433482,0
C:\Windows\System32\wcnwiz.dll,389120,8,2,3.465320743,0
C:\Windows\System32\wc_storage.dll,335872,9,8,3.024997545,0
C:\Windows\System32\wdc.dll,835584,8,6,3.623923465,0
C:\Windows\System32\wdi.dll,118784,8,53,2.040485984,0
C:\Windows\System32\wdigest.dll,319488,8,10,2.836610559,0
C:\Windows\System32\wdscore.dll,283976,8,99,2.284769673,0
C:\Windows\System32\webauthn.dll,1667072,8,104,4.21812421,0
C:\Windows\System32\WebcamUi.dll,1007616,8,3,3.875496524,0
C:\Windows\System32\webcheck.dll,307200,8,3,2.899591558,0
C:\Windows\System32\WebClnt.dll,253952,8,4,2.692305327,0
C:\Windows\System32\webio.dll,807216,9,41,3.431305823,0
C:\Windows\System32\webplatstorageserver.dll,1208320,9,5,3.199722885,0
C:\Windows\System32\WebRuntimeManager.dll,2510848,8,6,3.798152355,0
C:\Windows\System32\webservices.dll,1472456,8,193,3.374149177,0
C:\Windows\System32\Websocket.dll,106496,7,13,2.444512334,0
C:\Windows\System32\webthreatdefsvc.dll,198088,8,7,2.422970754,0
C:\Windows\System32\webthreatdefusersvc.dll,308656,8,4,3.100152151,0
C:\Windows\System32\wecapi.dll,98304,7,17,2.434604253,0
C:\Windows\System32\wecsvc.dll,221184,7,4,3.411356492,0
C:\Windows\System32\wephostsvc.dll,57344,8,2,1.610651684,0
C:\Windows\System32\wer.dll,997280,8,146,3.378664992,0
C:\Windows\System32\werconcpl.dll,802816,8,4,4.193539357,0
C:\Windows\System32\wercplsupport.dll,135168,7,5,2.689933577,0
C:\Windows\System32\werdiagcontroller.dll,73728,7,3,1.966302126,0
C:\Windows\System32\WerEnc.dll,55192,7,2,1.669110514,0
C:\Windows\System32\weretw.dll,253520,7,2,3.284513073,0
C:\Windows\System32\wersvc.dll,327680,8,2,2.795365398,0
C:\Windows\System32\werui.dll,245760,8,19,2.923211355,0
C:\Windows\System32\wevtapi.dll,323792,8,45,2.666523115,0
C:\Windows\System32\wevtfwd.dll,118784,7,5,3.400070042,0
C:\Windows\System32\wevtsvc.dll,1241088,8,2,3.459725733,0
C:\Windows\System32\wfapigp.dll,57344,8,0,1.41059198,0
C:\Windows\System32\wfdprov.dll,69632,8,4,1.713229821,0
C:\Windows\System32\WFDSConMgr.dll,131072,7,21,2.469795065,0
C:\Windows\System32\WFDSConMgrSvc.dll,638976,8,2,3.062135299,0
C:\Windows\System32\WfHC.dll,102400,7,2,3.137760857,0
C:\Windows\System32\whealogr.dll,95648,8,3,1.840232634,0
C:\Windows\System32\whhelper.dll,71728,7,1,1.831532014,0
C:\Windows\System32\wiaaut.dll,819200,7,4,3.754407006,0
C:\Windows\System32\wiadefui.dll,237568,7,4,2.894626548,0
C:\Windows\System32\wiadss.dll,192512,7,7,2.856792193,0
C:\Windows\System32\WiaExtensionHost64.dll,32768,7,2,1.533142958,0
C:\Windows\System32\wiarpc.dll,126976,8,13,2.208673898,0
C:\Windows\System32\wiascanprofiles.dll,126976,7,4,2.486080638,0
C:\Windows\System32\wiaservc.dll,806912,8,57,3.653709006,0
C:\Windows\System32\wiashext.dll,118784,8,9,2.280320653,0
C:\Windows\System32\wiatrace.dll,45056,7,8,1.541402181,0
C:\Windows\System32\WiFiCloudStore.dll,376832,8,4,2.753449033,0
C:\Windows\System32\WiFiConfigSP.dll,94208,8,3,1.844495029,0
C:\Windows\System32\wifidatacapabilityhandler.dll,90112,8,4,2.053499841,0
C:\Windows\System32\WiFiDisplay.dll,409600,8,22,2.814391478,0
C:\Windows\System32\wifinetworkmanager.dll,704512,8,3,3.319311101,0
C:\Windows\System32\wimgapi.dll,898480,8,75,2.928699822,0
C:\Windows\System32\win32appinventorycsp.dll,98304,7,2,2.462335684,0
C:\Windows\System32\Win32CompatibilityAppraiserCSP.dll,319488,7,2,3.028070999,0
C:\Windows\System32\win32spl.dll,1540096,8,8,3.571933397,0
C:\Windows\System32\win32u.dll,170928,6,1524,2.513017679,0
C:\Windows\System32\Win32_DeviceGuard.dll,131072,8,7,2.023774585,0
C:\Windows\System32\winbio.dll,249856,8,82,2.543794301,0
C:\Windows\System32\WinBioDataModel.dll,589824,8,3,3.451963471,0
C:\Windows\System32\winbioext.dll,106496,7,26,2.438124873,0
C:\Windows\System32\winbrand.dll,232856,8,16,2.238359977,0
C:\Windows\System32\wincorlib.dll,380928,8,257,3.389119677,0
C:\Windows\System32\wincredprovider.dll,98304,7,4,2.52149279,0
C:\Windows\System32\wincredui.dll,274432,8,15,3.216415652,0
C:\Windows\System32\windlp.dll,778240,7,1,3.045137067,0
C:\Windows\System32\WindowManagement.dll,2519040,8,2,3.554868777,0
C:\Windows\System32\WindowManagementAPI.dll,1819584,8,5,3.415714159,0
C:\Windows\System32\Windows.AccountsControl.dll,778240,8,4,3.099918655,0
C:\Windows\System32\Windows.AI.MachineLearning.dll,1197488,8,3,4.377305016,0
C:\Windows\System32\Windows.AI.MachineLearning.Preview.dll,131072,7,3,2.893035742,0
C:\Windows\System32\Windows.ApplicationModel.Background.SystemEventsBroker.dll,151552,8,3,2.685929081,0
C:\Windows\System32\Windows.ApplicationModel.Background.TimeBroker.dll,57344,7,3,2.061132361,0
C:\Windows\System32\Windows.ApplicationModel.ConversationalAgent.dll,1253376,7,3,3.812139821,0
C:\Windows\System32\windows.applicationmodel.conversationalagent.internal.proxystub.dll,86016,6,4,1.641550377,0
C:\Windows\System32\windows.applicationmodel.conversationalagent.proxystub.dll,118784,6,4,1.847131625,0
C:\Windows\System32\Windows.ApplicationModel.Core.dll,217088,8,3,2.798394767,0
C:\Windows\System32\windows.applicationmodel.datatransfer.dll,803128,8,3,3.242633134,0
C:\Windows\System32\Windows.ApplicationModel.dll,881624,8,3,3.332859251,0
C:\Windows\System32\Windows.ApplicationModel.LockScreen.dll,466944,8,3,3.410588179,0
C:\Windows\System32\Windows.ApplicationModel.Store.dll,2621288,8,3,3.585674459,0
C:\Windows\System32\Windows.ApplicationModel.Store.Preview.DOSettings.dll,77824,8,2,1.95161155,0
C:\Windows\System32\Windows.ApplicationModel.Store.TestingFramework.dll,352256,8,3,2.898836633,0
C:\Windows\System32\Windows.ApplicationModel.Wallet.dll,503808,8,3,2.963221994,0
C:\Windows\System32\Windows.CloudStore.dll,2936832,8,4,3.9127879,0
C:\Windows\System32\Windows.CloudStore.EarlyDownloader.dll,905216,8,4,3.276388809,0
C:\Windows\System32\Windows.CloudStore.Schema.DesktopShell.dll,688128,8,4,3.390255246,0
C:\Windows\System32\Windows.CloudStore.Schema.Shell.dll,1122304,8,4,3.191780805,0
C:\Windows\System32\Windows.Cortana.Desktop.dll,466944,8,3,3.040065014,0
C:\Windows\System32\Windows.Cortana.OneCore.dll,307200,8,3,3.043337571,0
C:\Windows\System32\Windows.Cortana.ProxyStub.dll,118784,7,3,2.090209341,0
C:\Windows\System32\Windows.Data.Activities.dll,577536,8,5,3.334333898,0
C:\Windows\System32\Windows.Data.Pdf.dll,6488064,8,4,3.769457598,0
C:\Windows\System32\Windows.Devices.Background.dll,102400,7,3,2.466668884,0
C:\Windows\System32\Windows.Devices.Background.ps.dll,40960,7,2,1.22957237,0
C:\Windows\System32\Windows.Devices.Bluetooth.dll,2031616,9,3,3.474062382,0
C:\Windows\System32\Windows.Devices.Custom.dll,122880,7,3,2.710806024,0
C:\Windows\System32\Windows.Devices.Custom.ps.dll,40960,7,2,1.351809512,0
C:\Windows\System32\Windows.Devices.Enumeration.dll,770032,8,5,3.938001208,0
C:\Windows\System32\Windows.Devices.Haptics.dll,172032,8,3,2.620405659,0
C:\Windows\System32\Windows.Devices.HumanInterfaceDevice.dll,294912,8,3,2.895037328,0
C:\Windows\System32\Windows.Devices.Lights.dll,622592,8,3,3.199095722,0
C:\Windows\System32\Windows.Devices.LowLevel.dll,483328,7,4,3.22090238,0
C:\Windows\System32\Windows.Devices.Midi.dll,405504,8,3,2.857024405,0
C:\Windows\System32\Windows.Devices.Perception.dll,2715648,8,3,3.58481427,0
C:\Windows\System32\Windows.Devices.Picker.dll,442368,8,4,2.948298153,0
C:\Windows\System32\Windows.Devices.PointOfService.dll,1519616,8,3,3.214934173,0
C:\Windows\System32\Windows.Devices.Portable.dll,81920,8,3,1.980621464,0
C:\Windows\System32\Windows.Devices.Printers.dll,98304,7,3,2.675951996,0
C:\Windows\System32\Windows.Devices.Printers.Extensions.dll,65536,7,3,2.18409344,0
C:\Windows\System32\Windows.Devices.Radios.dll,225280,7,12,3.261768328,0
C:\Windows\System32\Windows.Devices.Scanners.dll,212992,8,3,2.813377083,0
C:\Windows\System32\Windows.Devices.Sensors.dll,1534464,8,3,3.47914089,0
C:\Windows\System32\Windows.Devices.SerialCommunication.dll,163840,8,3,2.762507059,0
C:\Windows\System32\Windows.Devices.SmartCards.dll,716800,8,3,3.015811056,0
C:\Windows\System32\Windows.Devices.SmartCards.Phone.dll,544768,7,3,3.219006967,0
C:\Windows\System32\Windows.Devices.Usb.dll,368640,8,3,3.118693568,0
C:\Windows\System32\Windows.Devices.WiFi.dll,376832,8,6,3.096264097,0
C:\Windows\System32\Windows.Devices.WiFiDirect.dll,475136,8,3,2.98915651,0
C:\Windows\System32\Windows.Energy.dll,327680,8,5,3.048419667,0
C:\Windows\System32\Windows.FileExplorer.Common.dll,770048,8,23,3.194280747,0
C:\Windows\System32\Windows.Gaming.Input.dll,839680,8,3,3.073435187,0
C:\Windows\System32\Windows.Gaming.Preview.dll,397312,8,3,3.107434518,0
C:\Windows\System32\Windows.Gaming.UI.GameBar.dll,114688,8,3,2.365032645,0
C:\Windows\System32\Windows.Gaming.XboxLive.Storage.dll,364544,7,3,3.309540002,0
C:\Windows\System32\Windows.Globalization.dll,1667072,8,3,3.8903855,0
C:\Windows\System32\Windows.Globalization.Fontgroups.dll,86016,8,4,1.937882866,0
C:\Windows\System32\Windows.Globalization.PhoneNumberFormatting.dll,786432,8,4,3.113440335,0
C:\Windows\System32\Windows.Graphics.Display.BrightnessOverride.dll,166744,7,3,2.9680215,0
C:\Windows\System32\Windows.Graphics.Display.DisplayEnhancementOverride.dll,476688,8,3,3.184260862,0
C:\Windows\System32\Windows.Graphics.dll,604776,8,3,3.445933383,0
C:\Windows\System32\Windows.Graphics.Printing.3D.dll,1544192,8,3,3.808363826,0
C:\Windows\System32\Windows.Graphics.Printing.dll,884736,8,3,3.453607592,0
C:\Windows\System32\Windows.Graphics.Printing.ProtectedPrint.dll,122880,7,2,2.574530491,0
C:\Windows\System32\Windows.Graphics.Printing.Workflow.dll,1523712,8,3,3.24110358,0
C:\Windows\System32\Windows.Graphics.Printing.Workflow.Native.dll,45056,7,2,1.377802325,0
C:\Windows\System32\Windows.Help.Runtime.dll,158720,3,0,2.876135112,0
C:\Windows\System32\windows.immersiveshell.serviceprovider.dll,901120,8,3,3.414206827,0
C:\Windows\System32\Windows.Internal.AdaptiveCards.XamlCardRenderer.dll,135168,7,3,2.630506819,0
C:\Windows\System32\Windows.Internal.CapturePicker.Desktop.dll,274432,7,3,3.254443391,0
C:\Windows\System32\Windows.Internal.CapturePicker.dll,167936,7,3,2.916237694,0
C:\Windows\System32\Windows.Internal.Devices.Bluetooth.dll,573440,9,5,3.421576434,0
C:\Windows\System32\Windows.Internal.Devices.Sensors.dll,344064,8,3,3.307070593,0
C:\Windows\System32\Windows.Internal.Graphics.Display.DisplayColorManagement.dll,434176,8,3,3.198686761,0
C:\Windows\System32\Windows.Internal.Graphics.Display.DisplayEnhancementManagement.dll,188416,7,3,3.328519841,0
C:\Windows\System32\Windows.Internal.HardwareConfirmator.dll,512000,7,2,3.445763516,0
C:\Windows\System32\Windows.Internal.Management.dll,1146880,8,4,3.240229142,0
C:\Windows\System32\Windows.Internal.OpenWithHost.dll,618496,7,2,3.403356971,0
C:\Windows\System32\Windows.Internal.PlatformExtension.DevicePickerExperience.dll,98304,8,3,2.070343608,0
C:\Windows\System32\Windows.Internal.PlatformExtension.MiracastBannerExperience.dll,102400,7,3,2.454473161,0
C:\Windows\System32\Windows.Internal.PredictionUnit.dll,524288,7,2,3.605008903,0
C:\Windows\System32\Windows.Internal.Security.Attestation.DeviceAttestation.dll,172032,7,2,2.884686167,0
C:\Windows\System32\Windows.Internal.SecurityMitigationsBroker.dll,81920,9,4,1.753472625,0
C:\Windows\System32\Windows.Internal.Shell.Broker.dll,935336,8,3,3.611059969,0
C:\Windows\System32\Windows.Internal.Shell.CloudDesktop.TransitionScreen.dll,516608,7,2,3.694817596,0
C:\Windows\System32\Windows.Internal.Shell.XamlInputViewHost.dll,1175552,8,3,3.203014125,0
C:\Windows\System32\windows.internal.shellcommon.AccountsControlExperience.dll,106496,7,2,2.556200851,0
C:\Windows\System32\windows.internal.shellcommon.AppResolverModal.dll,94208,8,2,2.064826505,0
C:\Windows\System32\Windows.Internal.ShellCommon.Broker.dll,179184,8,2,2.548924081,0
C:\Windows\System32\Windows.Internal.ShellCommon.dll,695808,8,3,4.12923128,0
C:\Windows\System32\windows.internal.shellcommon.FilePickerExperienceMEM.dll,69632,7,3,2.077380109,0
C:\Windows\System32\Windows.Internal.ShellCommon.PrintExperience.dll,69632,7,2,2.057847312,0
C:\Windows\System32\windows.internal.shellcommon.shareexperience.dll,520192,8,3,2.976980792,0
C:\Windows\System32\windows.internal.shellcommon.TokenBrokerModal.dll,94208,8,3,2.011052948,0
C:\Windows\System32\Windows.Internal.Signals.dll,430080,8,2,3.06478477,0
C:\Windows\System32\Windows.Internal.System.UserProfile.dll,241664,8,2,2.676326561,0
C:\Windows\System32\Windows.Internal.Taskbar.dll,204800,8,3,2.595816525,0
C:\Windows\System32\Windows.Internal.UI.BioEnrollment.ProxyStub.dll,94208,7,3,2.008881718,0
C:\Windows\System32\Windows.Internal.UI.Dialogs.dll,372736,7,2,3.247486392,0
C:\Windows\System32\Windows.Internal.UI.Logon.ProxyStub.dll,212992,7,3,2.24825822,0
C:\Windows\System32\Windows.Internal.UI.Shell.WindowTabManager.dll,413696,8,2,3.163212429,0
C:\Windows\System32\Windows.Internal.WaaSMedicDocked.dll,94208,6,2,2.874047938,0
C:\Windows\System32\Windows.Management.EnrollmentStatusTracking.ConfigProvider.dll,94208,7,2,2.510923044,0
C:\Windows\System32\Windows.Management.InprocObjects.dll,356352,8,3,2.810654919,0
C:\Windows\System32\Windows.Management.ModernDeployment.ConfigProviders.dll,159744,8,2,2.276771808,0
C:\Windows\System32\Windows.Management.Provisioning.ProxyStub.dll,49152,7,4,1.766116603,0
C:\Windows\System32\Windows.Management.Service.dll,1441792,8,4,3.637215551,0
C:\Windows\System32\Windows.Management.Update.dll,102400,7,2,2.736748964,0
C:\Windows\System32\Windows.Management.Workplace.dll,206240,8,3,2.858560138,0
C:\Windows\System32\Windows.Management.Workplace.WorkplaceSettings.dll,57344,7,3,1.98839396,0
C:\Windows\System32\Windows.Media.Audio.dll,1048576,8,3,3.032019355,0
C:\Windows\System32\Windows.Media.BackgroundMediaPlayback.dll,872448,8,3,2.961321704,0
C:\Windows\System32\Windows.Media.Devices.dll,989016,8,9,2.994884424,0
C:\Windows\System32\Windows.Media.dll,6918496,8,3,3.922902745,0
C:\Windows\System32\Windows.Media.Editing.dll,1273856,8,3,3.430574029,0
C:\Windows\System32\Windows.Media.FaceAnalysis.dll,1302528,7,4,3.780089517,0
C:\Windows\System32\Windows.Media.Import.dll,684032,8,3,3.174867129,0
