filepath,file_size,num_sections,export_count,avg_entropy
C:\Windows\System32\fwpolicyiomgr.dll,417792,8,178,3.042197972
C:\Windows\System32\FWPUCLNT.DLL,544768,8,281,3.004508594
C:\Windows\System32\FwRemoteSvr.dll,135168,8,2,2.193818508
C:\Windows\System32\GameBarPresenceWriter.proxy.dll,45056,7,5,1.590412054
C:\Windows\System32\GameChatOverlayExt.dll,40960,7,3,1.386978736
C:\Windows\System32\GameChatTranscription.dll,155648,8,1,2.506374373
C:\Windows\System32\GameInput.dll,427584,9,3,2.428592153
C:\Windows\System32\gamemode.dll,77824,8,8,1.672853596
C:\Windows\System32\GamePanelExternalHook.dll,45056,7,5,1.732171676
C:\Windows\System32\gamestreamingext.dll,32768,7,1,1.37112813
C:\Windows\System32\gameux.dll,49152,8,4,1.676120983
C:\Windows\System32\gamingtcui.dll,204800,8,29,2.551071939
C:\Windows\System32\gcdef.dll,151552,7,2,2.840812683
C:\Windows\System32\gdi32.dll,183288,8,1007,2.600299684
C:\Windows\System32\gdi32full.dll,1253488,8,1017,3.684914982
C:\Windows\System32\GdiPlus.dll,1921024,8,631,3.87863072
C:\Windows\System32\generaltel.dll,570824,8,10,2.925687804
C:\Windows\System32\genpix.dll,155648,6,4,2.878011419
C:\Windows\System32\Geocommon.dll,98304,7,3,2.585755921
C:\Windows\System32\Geolocation.dll,536576,8,3,3.44456648
C:\Windows\System32\getuname.dll,32768,7,1,1.455525858
C:\Windows\System32\glmf32.dll,528384,7,134,3.565300868
C:\Windows\System32\globinputhost.dll,225280,8,17,2.594315963
C:\Windows\System32\glu32.dll,180224,7,52,2.57344317
C:\Windows\System32\gmsaclient.dll,114688,8,7,2.148365702
C:\Windows\System32\gpapi.dll,166768,8,53,2.214155777
C:\Windows\System32\GPCSEWrapperCsp.dll,122880,8,2,2.211669878
C:\Windows\System32\gpedit.dll,688128,8,12,2.864125907
C:\Windows\System32\gpprnext.dll,65536,7,8,1.909313884
C:\Windows\System32\gpsvc.dll,1347584,8,12,3.185922349
C:\Windows\System32\gptext.dll,53248,7,6,1.74305398
C:\Windows\System32\gpupvdev.dll,517536,7,4,3.610572216
C:\Windows\System32\GraphicsCapture.dll,262144,7,2,3.291106144
C:\Windows\System32\GraphicsPerfSvc.dll,282624,7,3,3.083206643
C:\Windows\System32\hal.dll,30000,4,91,1.461983951
C:\Windows\System32\HalExtIntcLpioDMA.dll,63064,11,0,0.853181334
C:\Windows\System32\HalExtIntcPseDMA.dll,62952,11,0,0.809908372
C:\Windows\System32\HalExtPL080.dll,62944,11,0,0.703593655
C:\Windows\System32\HanjaDS.dll,90112,7,3,2.359493946
C:\Windows\System32\hascsp.dll,176128,7,11,2.999041838
C:\Windows\System32\HashtagDS.dll,147456,7,2,2.9818632
C:\Windows\System32\hbaapi.dll,110592,8,93,1.982109381
C:\Windows\System32\hcproviders.dll,90112,8,2,2.206826484
C:\Windows\System32\HdcpHandler.dll,79976,8,2,1.89243987
C:\Windows\System32\HeatCore.dll,405504,8,1,2.819485786
C:\Windows\System32\HelpPaneProxy.dll,90112,7,4,2.512594165
C:\Windows\System32\hgcpl.dll,217088,8,2,3.546028971
C:\Windows\System32\hhsetup.dll,81920,7,145,2.048266146
C:\Windows\System32\hid.dll,61440,7,47,2.304871799
C:\Windows\System32\HidCfu.dll,307200,9,1,3.42236102
C:\Windows\System32\hidserv.dll,77824,8,2,1.708653385
C:\Windows\System32\hlink.dll,163840,7,32,2.496801194
C:\Windows\System32\hmkd.dll,114688,7,4,2.427558039
C:\Windows\System32\HNCE2PPRMONP.dll,59904,5,2,3.881885271
C:\Windows\System32\hnetcfg.dll,476688,8,14,3.554455487
C:\Windows\System32\HNetCfgClient.dll,286600,8,12,2.659578765
C:\Windows\System32\hnetmon.dll,94208,7,1,2.120932816
C:\Windows\System32\hnsproxy.dll,45056,7,4,1.405338171
C:\Windows\System32\HostNetSvc.dll,4472832,8,5,3.91802241
C:\Windows\System32\hotpatchutil.dll,81920,6,5,2.468129898
C:\Windows\System32\hotplug.dll,131072,8,13,1.904883531
C:\Windows\System32\HrtfApo.dll,184320,8,5,2.719690284
C:\Windows\System32\HrtfDspCpu.dll,2206576,6,5,5.310088713
C:\Windows\System32\HrtfDspCpuFlex1.dll,1563136,7,5,4.87149997
C:\Windows\System32\hspapi.dll,107976,7,9,2.558496184
C:\Windows\System32\hspfw.dll,169416,2,0,4.175900371
C:\Windows\System32\httpapi.dll,104808,9,49,2.17999282
C:\Windows\System32\httpprxc.dll,45056,8,11,1.570210874
C:\Windows\System32\httpprxm.dll,143360,8,3,2.199524094
C:\Windows\System32\httpprxp.dll,45056,8,8,1.531662748
C:\Windows\System32\HttpsDataSource.dll,331776,7,2,2.966583694
C:\Windows\System32\htui.dll,65536,7,7,2.463437459
C:\Windows\System32\hvhostsvc.dll,107960,7,2,2.632957299
C:\Windows\System32\hvloader.dll,226760,6,7,3.673834564
C:\Windows\System32\HvSocket.dll,75168,7,3,2.015559797
C:\Windows\System32\hwreqchk.dll,423344,7,7,3.655175771
C:\Windows\System32\IA2ComProxy.dll,61440,7,4,2.0851316
C:\Windows\System32\ias.dll,65536,7,1,2.100368529
C:\Windows\System32\iasacct.dll,114688,7,4,2.596475048
C:\Windows\System32\iasads.dll,98304,7,4,2.794945612
C:\Windows\System32\iasdatastore.dll,102400,7,4,2.644207181
C:\Windows\System32\iashlpr.dll,122880,7,16,2.975202963
C:\Windows\System32\IasMigPlugin.dll,783672,7,6,3.455966889
C:\Windows\System32\iasnap.dll,159744,7,4,3.190456672
C:\Windows\System32\iaspolcy.dll,81920,7,4,2.636480973
C:\Windows\System32\iasrad.dll,258048,7,9,3.278506494
C:\Windows\System32\iasrecst.dll,180224,7,4,2.839994638
C:\Windows\System32\iassam.dll,270336,7,5,3.584468395
C:\Windows\System32\iassdo.dll,434176,7,4,4.104441386
C:\Windows\System32\iassvcs.dll,176128,8,24,2.777648225
C:\Windows\System32\icfupgd.dll,169400,8,5,2.318244695
C:\Windows\System32\icm32.dll,290816,7,21,2.827269017
C:\Windows\System32\icmp.dll,12288,2,8,1.150123808
C:\Windows\System32\icmui.dll,53248,7,2,1.828150081
C:\Windows\System32\IconCodecService.dll,45056,8,0,1.151259034
C:\Windows\System32\icsigd.dll,94208,7,4,2.600822992
C:\Windows\System32\icsvc.dll,320928,8,8,3.315781944
C:\Windows\System32\icsvcext.dll,143360,7,3,2.674049085
C:\Windows\System32\icsvcvss.dll,337328,8,3,3.025391006
C:\Windows\System32\icu.dll,2765816,8,1059,3.611066945
C:\Windows\System32\icuin.dll,32768,2,416,3.07884452
C:\Windows\System32\icuuc.dll,36864,2,542,3.182000488
C:\Windows\System32\IdCtrls.dll,167936,8,2,2.610719237
C:\Windows\System32\IDStore.dll,180224,8,2,2.652271406
C:\Windows\System32\IEAdvpack.dll,180224,7,84,2.506334775
C:\Windows\System32\ieapfltr.dll,892928,9,13,2.770408449
C:\Windows\System32\iedkcs32.dll,434176,8,14,2.739893331
C:\Windows\System32\ieframe.dll,7462912,9,145,3.664666417
C:\Windows\System32\iemigplugin.dll,94208,7,5,2.358755086
C:\Windows\System32\iepeers.dll,147456,8,5,2.776838817
C:\Windows\System32\ieproxy.dll,790528,8,5,2.450086147
C:\Windows\System32\IEProxyDesktop.dll,77824,8,5,1.845068838
C:\Windows\System32\iernonce.dll,73728,7,2,2.151628716
C:\Windows\System32\iertutil.dll,2947608,9,318,3.086427145
C:\Windows\System32\iesetup.dll,106496,7,7,2.463393351
C:\Windows\System32\iesysprep.dll,73728,7,5,1.912632519
C:\Windows\System32\ieui.dll,585728,8,150,3.699081298
C:\Windows\System32\ifmon.dll,61440,8,1,1.58862271
C:\Windows\System32\ifsutil.dll,259400,8,329,2.415557986
C:\Windows\System32\ifsutilx.dll,45056,8,6,1.364080777
C:\Windows\System32\IHDS.dll,217088,8,2,2.475851659
C:\Windows\System32\IKEEXT.DLL,1613824,8,2,3.224159065
C:\Windows\System32\imagehlp.dll,137712,9,165,2.819212334
C:\Windows\System32\imageres.dll,12288,2,0,0.862214401
C:\Windows\System32\imagesp1.dll,12288,2,0,0.722242023
C:\Windows\System32\imapi.dll,163840,7,4,3.276403848
C:\Windows\System32\imapi2.dll,520192,7,4,4.111083409
C:\Windows\System32\imapi2fs.dll,839680,7,4,4.511038722
C:\Windows\System32\ime_textinputhelpers.dll,139264,8,9,2.034141133
C:\Windows\System32\imgutil.dll,81920,8,11,2.040797615
C:\Windows\System32\imm32.dll,203936,8,137,2.527980197
C:\Windows\System32\ImplatSetup.dll,161224,7,7,2.462565611
C:\Windows\System32\IndexedDbLegacy.dll,290816,9,1,2.574001404
C:\Windows\System32\inetcomm.dll,1085440,8,116,3.513089958
C:\Windows\System32\inetmib1.dll,90112,7,4,2.444424107
C:\Windows\System32\inetpp.dll,262144,8,1,2.504669621
C:\Windows\System32\inetppui.dll,86016,7,1,2.470532743
C:\Windows\System32\INETRES.dll,94208,2,0,2.295295829
C:\Windows\System32\InkEd.dll,278528,7,4,3.508519162
C:\Windows\System32\InkObjCore.dll,925696,8,35,3.915530912
C:\Windows\System32\InprocLogger.dll,90112,8,11,1.878943995
C:\Windows\System32\input.dll,439736,8,25,3.140469958
C:\Windows\System32\InputCloudStore.dll,344064,7,3,3.460362238
C:\Windows\System32\InputController.dll,90112,7,2,2.203237411
C:\Windows\System32\InputHost.dll,1984840,8,33,3.785065249
C:\Windows\System32\InputInjectionBroker.dll,200704,7,3,2.843710057
C:\Windows\System32\InputLocaleManager.dll,106496,8,1,2.230035298
C:\Windows\System32\InputService.dll,5021696,8,6,3.805224826
C:\Windows\System32\InputSwitch.dll,868352,8,2,3.95836316
C:\Windows\System32\InputViewExperience.dll,81920,7,2,2.422369819
C:\Windows\System32\inseng.dll,147456,7,9,2.408165725
C:\Windows\System32\installmon.dll,507904,7,4,3.099332223
C:\Windows\System32\InstallService.dll,2945024,8,4,3.460797115
C:\Windows\System32\InstallServiceTasks.dll,417792,8,6,2.810611118
C:\Windows\System32\intel_gfx_api-x64.dll,624896,7,2,4.398493684
C:\Windows\System32\internetmail.dll,794624,8,5,3.243489178
C:\Windows\System32\InternetMailCsp.dll,102400,7,2,2.871619661
C:\Windows\System32\invagent.dll,640416,7,8,3.390886765
C:\Windows\System32\InventorySvc.dll,406984,8,2,2.60804253
C:\Windows\System32\iologmsg.dll,12288,2,0,0.82290087
C:\Windows\System32\IPHLPAPI.DLL,220464,8,313,2.374607918
C:\Windows\System32\iphlpsvc.dll,876544,8,3,3.188867285
C:\Windows\System32\ipnathlp.dll,811368,8,32,3.420714745
C:\Windows\System32\IpNatHlpClient.dll,67488,7,17,1.806821515
C:\Windows\System32\IppCommon.dll,262144,8,12,2.648566583
C:\Windows\System32\IppCommonProxy.dll,45056,7,4,1.353345294
C:\Windows\System32\iprtprio.dll,32768,7,5,1.54419596
C:\Windows\System32\iprtrmgr.dll,606208,7,2,2.548614213
C:\Windows\System32\ipsecsnp.dll,376832,7,4,3.842118222
C:\Windows\System32\IPSECSVC.DLL,434176,8,1,2.94477368
C:\Windows\System32\ipsmsnap.dll,495616,7,4,3.880270424
C:\Windows\System32\ipxlatcfg.dll,86016,7,3,2.488414929
C:\Windows\System32\iri.dll,75840,7,19,2.086649117
C:\Windows\System32\iscsicpl.dll,135168,7,1,2.496198814
C:\Windows\System32\iscsidsc.dll,106496,7,80,2.146526225
C:\Windows\System32\iscsied.dll,40960,7,2,1.203489879
C:\Windows\System32\iscsiexe.dll,184320,7,3,2.719886827
C:\Windows\System32\iscsilog.dll,24576,2,0,1.815053634
C:\Windows\System32\iscsium.dll,57344,7,70,2.721019236
C:\Windows\System32\iscsiwmi.dll,106496,7,4,2.183882059
C:\Windows\System32\iscsiwmiv2.dll,151552,7,7,2.946897678
C:\Windows\System32\ISM.dll,2666496,8,10,4.259666265
C:\Windows\System32\itircl.dll,221184,7,4,3.532546921
C:\Windows\System32\itss.dll,262144,7,5,3.224696934
C:\Windows\System32\iuilp.dll,108912,8,5,1.898934357
C:\Windows\System32\iumbase.dll,50984,6,37,1.673525878
C:\Windows\System32\iumcrypt.dll,100672,7,10,2.062176118
C:\Windows\System32\iumdll.dll,38680,6,25,0.94197046
C:\Windows\System32\IumSdk.dll,30424,2,200,3.122219243
C:\Windows\System32\iyuv_32.dll,81920,7,4,2.312733025
C:\Windows\System32\JavaScriptCollectionAgent.dll,45056,7,2,1.782413416
C:\Windows\System32\joinproviderol.dll,86016,8,4,1.837433687
C:\Windows\System32\joinutil.dll,184320,8,30,2.035442766
C:\Windows\System32\JpMapControl.dll,630784,8,17,3.393321422
C:\Windows\System32\jpndecoder.dll,372736,8,2,3.144672956
C:\Windows\System32\jpninputrouter.dll,98304,7,2,2.746202349
C:\Windows\System32\jpnranker.dll,299008,7,2,2.972220334
C:\Windows\System32\JpnServiceDS.dll,245760,7,2,3.489225391
C:\Windows\System32\jscript.dll,831488,8,4,3.599593943
C:\Windows\System32\jscript9.dll,4820992,8,97,3.768314681
C:\Windows\System32\jscript9diag.dll,638976,7,6,3.531278926
C:\Windows\System32\jscript9Legacy.dll,4296704,8,97,3.71279471
C:\Windows\System32\jsproxy.dll,38560,6,6,0.92277761
C:\Windows\System32\kbd101.dll,24576,4,2,1.002102093
C:\Windows\System32\kbd101a.dll,24576,4,2,0.917022319
C:\Windows\System32\kbd101b.dll,24576,4,2,0.917045489
C:\Windows\System32\kbd101c.dll,24576,4,2,0.920062379
C:\Windows\System32\kbd103.dll,24576,4,2,0.911015945
C:\Windows\System32\kbd106.dll,24576,4,2,1.000713467
C:\Windows\System32\kbd106n.dll,24576,4,2,0.983109947
C:\Windows\System32\KBDA1.DLL,20480,4,1,1.311005615
C:\Windows\System32\KBDA2.DLL,24576,4,1,0.948502197
C:\Windows\System32\KBDA3.DLL,24576,4,1,0.953167768
C:\Windows\System32\KBDADLM.DLL,24576,4,1,1.060544051
C:\Windows\System32\KBDAL.DLL,24576,4,1,1.060448341
C:\Windows\System32\KBDARME.DLL,20480,4,1,1.244879717
C:\Windows\System32\kbdarmph.dll,24576,4,1,0.955052497
C:\Windows\System32\kbdarmty.dll,24576,4,1,0.95321075
C:\Windows\System32\KBDARMW.DLL,20480,4,1,1.243864335
C:\Windows\System32\kbdax2.dll,24576,4,2,0.997342074
C:\Windows\System32\KBDAZE.DLL,24576,4,1,0.946345862
C:\Windows\System32\KBDAZEL.DLL,24576,4,1,0.920108362
C:\Windows\System32\KBDAZST.DLL,24576,4,1,0.92024279
C:\Windows\System32\KBDBASH.DLL,24576,4,1,0.936366524
C:\Windows\System32\KBDBE.DLL,24576,4,1,0.983768627
C:\Windows\System32\KBDBENE.DLL,24576,4,1,0.984046087
C:\Windows\System32\KBDBGPH.DLL,20480,4,1,1.317325459
C:\Windows\System32\KBDBGPH1.DLL,24576,4,1,0.945743812
C:\Windows\System32\KBDBHC.DLL,24576,4,1,0.952319317
C:\Windows\System32\KBDBLR.DLL,20480,4,1,1.301389353
C:\Windows\System32\KBDBR.DLL,24576,4,1,0.983060033
C:\Windows\System32\KBDBU.DLL,20480,4,1,1.280807883
C:\Windows\System32\KBDBUG.DLL,20480,4,1,1.294475753
C:\Windows\System32\KBDBULG.DLL,20480,4,1,1.320252843
C:\Windows\System32\KBDCA.DLL,24576,4,1,0.980331203
C:\Windows\System32\KBDCAN.DLL,24576,4,1,1.150698886
C:\Windows\System32\KBDCHER.DLL,24576,4,1,0.970077149
C:\Windows\System32\KBDCHERP.DLL,32768,4,1,1.373338752
C:\Windows\System32\KBDCMK.DLL,24576,4,1,1.406552508
C:\Windows\System32\KBDCR.DLL,24576,4,1,1.051077666
C:\Windows\System32\KBDCZ.DLL,24576,4,1,1.11145936
C:\Windows\System32\KBDCZ1.DLL,24576,4,1,1.066461381
C:\Windows\System32\KBDCZ2.DLL,24576,4,1,1.052655899
C:\Windows\System32\KBDDA.DLL,24576,4,1,0.938458873
C:\Windows\System32\KBDDIV1.DLL,20480,4,1,1.310159053
C:\Windows\System32\KBDDIV2.DLL,20480,4,1,1.314073037
C:\Windows\System32\KBDDV.DLL,20480,4,1,1.214754284
C:\Windows\System32\KBDDZO.DLL,24576,4,1,0.966492259
C:\Windows\System32\KBDES.DLL,24576,4,1,0.986298837
C:\Windows\System32\KBDEST.DLL,24576,4,1,0.987685628
C:\Windows\System32\KBDFA.DLL,20480,4,1,1.298690606
C:\Windows\System32\kbdfar.dll,24576,4,1,0.934296236
C:\Windows\System32\KBDFC.DLL,24576,4,1,1.005525983
C:\Windows\System32\KBDFI.DLL,24576,4,1,0.951393555
C:\Windows\System32\KBDFI1.DLL,24576,4,1,1.077059737
C:\Windows\System32\KBDFO.DLL,24576,4,1,0.941593593
C:\Windows\System32\KBDFR.DLL,24576,4,1,0.955331349
C:\Windows\System32\KBDFRNA.DLL,28672,4,1,1.327374147
C:\Windows\System32\KBDFRNB.DLL,28672,4,1,1.350803199
C:\Windows\System32\KBDFTHRK.DLL,24576,4,1,0.93435509
C:\Windows\System32\KBDGAE.DLL,24576,4,1,0.922523001
C:\Windows\System32\KBDGEO.DLL,20480,4,1,1.243354413
C:\Windows\System32\kbdgeoer.dll,24576,4,1,0.94142127
C:\Windows\System32\kbdgeome.dll,24576,4,1,0.931293001
C:\Windows\System32\kbdgeooa.dll,24576,4,1,0.962616925
C:\Windows\System32\kbdgeoqw.dll,24576,4,1,0.933491618
C:\Windows\System32\KBDGKL.DLL,24576,4,1,1.0138308
C:\Windows\System32\KBDGN.DLL,24576,4,1,1.023466541
C:\Windows\System32\KBDGR.DLL,24576,4,1,0.977184408
C:\Windows\System32\KBDGR1.DLL,24576,4,1,0.982929319
C:\Windows\System32\KBDGRE1.DLL,36864,4,1,1.431883733
C:\Windows\System32\KBDGRE2.DLL,36864,4,1,1.432650831
C:\Windows\System32\KBDGRLND.DLL,24576,4,1,1.061504225
C:\Windows\System32\KBDGTHC.DLL,24576,4,1,0.935388302
C:\Windows\System32\KBDHAU.DLL,24576,4,1,0.925628088
C:\Windows\System32\KBDHAW.DLL,24576,4,1,0.924304698
C:\Windows\System32\KBDHE.DLL,24576,4,1,0.974804294
C:\Windows\System32\KBDHE220.DLL,24576,4,1,0.983115195
C:\Windows\System32\KBDHE319.DLL,24576,4,1,0.975867091
C:\Windows\System32\KBDHEB.DLL,24576,4,1,0.948179592
C:\Windows\System32\kbdhebl3.dll,24576,4,1,0.959460096
C:\Windows\System32\kbdhebsi.dll,24576,4,1,0.958913613
C:\Windows\System32\KBDHELA2.DLL,24576,4,1,0.973830225
C:\Windows\System32\KBDHELA3.DLL,24576,4,1,0.978908234
C:\Windows\System32\KBDHEPT.DLL,24576,4,1,1.317840262
C:\Windows\System32\KBDHU.DLL,24576,4,1,1.06860982
C:\Windows\System32\KBDHU1.DLL,20480,4,1,1.299063746
C:\Windows\System32\kbdibm02.dll,24576,4,2,0.987844035
C:\Windows\System32\KBDIBO.DLL,24576,4,1,1.032333401
C:\Windows\System32\KBDIC.DLL,24576,4,1,0.934988113
C:\Windows\System32\KBDINASA.DLL,24576,4,1,0.937665762
C:\Windows\System32\KBDINBE1.DLL,24576,4,1,0.940105702
C:\Windows\System32\KBDINBE2.DLL,24576,4,1,0.942749778
C:\Windows\System32\KBDINBEN.DLL,24576,4,1,0.969664678
C:\Windows\System32\KBDINDEV.DLL,24576,4,1,0.960777594
C:\Windows\System32\KBDINEN.DLL,24576,4,1,1.152414635
C:\Windows\System32\KBDINGUJ.DLL,24576,4,1,0.944002898
C:\Windows\System32\KBDINHIN.DLL,24576,4,1,0.94701735
C:\Windows\System32\KBDINKAN.DLL,24576,4,1,0.944515316
C:\Windows\System32\KBDINMAL.DLL,24576,4,1,0.961381892
C:\Windows\System32\KBDINMAR.DLL,24576,4,1,0.949744429
C:\Windows\System32\KBDINORI.DLL,24576,4,1,0.958107251
C:\Windows\System32\KBDINPUN.DLL,24576,4,1,0.938361094
C:\Windows\System32\KBDINTAM.DLL,24576,4,1,0.957505218
C:\Windows\System32\KBDINTEL.DLL,24576,4,1,0.935531164
C:\Windows\System32\KBDINUK2.DLL,24576,4,1,1.085809599
C:\Windows\System32\KBDINUK3.DLL,24576,4,1,1.144395749
C:\Windows\System32\KBDIR.DLL,24576,4,1,0.903673863
C:\Windows\System32\KBDIT.DLL,20480,4,1,1.260594677
C:\Windows\System32\KBDIT142.DLL,20480,4,1,1.261657136
C:\Windows\System32\KBDIULAT.DLL,24576,4,1,1.012748399
C:\Windows\System32\KBDJAV.DLL,24576,4,1,0.960571825
C:\Windows\System32\KBDJPN.DLL,32768,6,5,2.028711931
C:\Windows\System32\KBDKAZ.DLL,20480,4,1,1.313854099
C:\Windows\System32\KBDKHMR.DLL,24576,4,1,0.990985825
C:\Windows\System32\KBDKNI.DLL,24576,4,1,0.952345467
C:\Windows\System32\KBDKOR.DLL,32768,6,5,1.952712126
C:\Windows\System32\KBDKURD.DLL,24576,4,1,0.932273008
C:\Windows\System32\KBDKYR.DLL,20480,4,1,1.322217893
C:\Windows\System32\KBDLA.DLL,24576,4,1,0.971900973
C:\Windows\System32\KBDLAO.DLL,24576,4,1,0.946006837
C:\Windows\System32\kbdlisub.dll,20480,4,1,1.314576264
C:\Windows\System32\kbdlisus.dll,20480,4,1,1.31708732
C:\Windows\System32\kbdlk41a.dll,24576,4,2,0.972969101
C:\Windows\System32\KBDLT.DLL,20480,4,1,1.29158623
C:\Windows\System32\KBDLT1.DLL,24576,4,1,0.917069909
C:\Windows\System32\KBDLT2.DLL,24576,4,1,0.924563129
C:\Windows\System32\KBDLV.DLL,24576,4,1,0.974138759
C:\Windows\System32\KBDLV1.DLL,24576,4,1,0.983906812
C:\Windows\System32\KBDLVST.DLL,24576,4,1,1.10080037
C:\Windows\System32\KBDMAC.DLL,20480,4,1,1.330353475
C:\Windows\System32\KBDMACST.DLL,24576,4,1,0.95065101
C:\Windows\System32\KBDMAORI.DLL,24576,4,1,0.913200969
C:\Windows\System32\KBDMLT47.DLL,24576,4,1,0.933661793
C:\Windows\System32\KBDMLT48.DLL,24576,4,1,0.934620083
C:\Windows\System32\KBDMON.DLL,20480,4,1,1.303028673
C:\Windows\System32\KBDMONMO.DLL,20480,4,1,1.308363588
C:\Windows\System32\KBDMONS2.DLL,20480,4,1,1.323996808
C:\Windows\System32\KBDMONST.DLL,20480,4,1,1.308877036
C:\Windows\System32\KBDMYAN.DLL,24576,4,1,0.951266675
C:\Windows\System32\KBDNE.DLL,24576,4,1,0.975339455
C:\Windows\System32\kbdnec.dll,24576,4,2,1.005444104
C:\Windows\System32\kbdnec95.dll,24576,4,2,0.967300766
C:\Windows\System32\kbdnecat.dll,24576,4,2,1.047115854
C:\Windows\System32\kbdnecnt.dll,24576,4,2,1.018346303
C:\Windows\System32\KBDNEPR.DLL,24576,4,1,0.990021937
C:\Windows\System32\kbdnko.dll,20480,4,1,1.31139516
C:\Windows\System32\KBDNO.DLL,24576,4,1,0.943128232
C:\Windows\System32\KBDNO1.DLL,24576,4,1,1.072805452
C:\Windows\System32\KBDNSO.DLL,24576,4,1,1.026792587
C:\Windows\System32\KBDNTL.DLL,24576,4,1,0.946832232
C:\Windows\System32\KBDOGHAM.DLL,20480,4,1,1.250182699
C:\Windows\System32\KBDOLCH.DLL,24576,4,1,0.907007988
C:\Windows\System32\KBDOLDIT.DLL,24576,4,1,0.920680291
C:\Windows\System32\KBDOSA.DLL,24576,4,1,1.00997986
C:\Windows\System32\KBDOSM.DLL,24576,4,1,0.955091758
C:\Windows\System32\KBDPASH.DLL,24576,4,1,0.943608925
C:\Windows\System32\kbdphags.dll,24576,4,1,0.943287903
C:\Windows\System32\KBDPL.DLL,24576,4,1,1.058659408
C:\Windows\System32\KBDPL1.DLL,24576,4,1,0.949661362
C:\Windows\System32\KBDPO.DLL,24576,4,1,0.957866078
C:\Windows\System32\KBDRO.DLL,24576,4,1,1.072791379
C:\Windows\System32\KBDROPR.DLL,24576,4,1,1.129193701
C:\Windows\System32\KBDROST.DLL,24576,4,1,1.12748309
C:\Windows\System32\KBDRU.DLL,24576,4,1,0.931647992
C:\Windows\System32\KBDRU1.DLL,24576,4,1,0.938192584
C:\Windows\System32\KBDRUM.DLL,24576,4,1,1.107892651
C:\Windows\System32\KBDSF.DLL,24576,4,1,0.972882685
C:\Windows\System32\KBDSG.DLL,24576,4,1,1.006099013
C:\Windows\System32\KBDSL.DLL,24576,4,1,1.056646821
C:\Windows\System32\KBDSL1.DLL,24576,4,1,1.0699851
C:\Windows\System32\KBDSMSFI.DLL,24576,4,1,1.118332211
C:\Windows\System32\KBDSMSNO.DLL,24576,4,1,1.113825062
C:\Windows\System32\KBDSN1.DLL,24576,4,1,0.94438346
C:\Windows\System32\KBDSORA.DLL,24576,4,1,0.956950932
C:\Windows\System32\KBDSOREX.DLL,24576,4,1,1.023390905
C:\Windows\System32\KBDSORS1.DLL,24576,4,1,0.984539258
C:\Windows\System32\KBDSORST.DLL,24576,4,1,1.031227315
C:\Windows\System32\KBDSP.DLL,24576,4,1,0.976335057
C:\Windows\System32\KBDSW.DLL,24576,4,1,0.990801265
C:\Windows\System32\KBDSW09.DLL,24576,4,1,0.999324833
C:\Windows\System32\KBDSYR1.DLL,24576,4,1,0.944465839
C:\Windows\System32\KBDSYR2.DLL,24576,4,1,0.945514554
C:\Windows\System32\KBDTAILE.DLL,24576,4,1,0.927793946
C:\Windows\System32\KBDTAJIK.DLL,20480,4,1,1.316180451
C:\Windows\System32\KBDTAM99.DLL,20480,4,1,1.322981065
C:\Windows\System32\KBDTAT.DLL,24576,4,1,0.956345383
C:\Windows\System32\KBDTH0.DLL,20480,4,1,1.313591522
C:\Windows\System32\KBDTH1.DLL,20480,4,1,1.314926744
C:\Windows\System32\KBDTH2.DLL,20480,4,1,1.309358207
C:\Windows\System32\KBDTH3.DLL,20480,4,1,1.310942406
C:\Windows\System32\KBDTIFI.DLL,24576,4,1,0.927250166
C:\Windows\System32\KBDTIFI2.DLL,24576,4,1,0.937059916
C:\Windows\System32\KBDTIPRC.DLL,24576,4,1,1.049386975
C:\Windows\System32\KBDTIPRD.DLL,24576,4,1,1.06413186
C:\Windows\System32\KBDTT102.DLL,24576,4,1,0.948438134
C:\Windows\System32\KBDTUF.DLL,24576,4,1,1.021018507
C:\Windows\System32\KBDTUQ.DLL,24576,4,1,1.008849756
C:\Windows\System32\KBDTURME.DLL,24576,4,1,0.914511817
C:\Windows\System32\KBDTZM.DLL,24576,4,1,1.009258167
C:\Windows\System32\KBDUGHR.DLL,20480,4,1,1.300592063
C:\Windows\System32\KBDUGHR1.DLL,20480,4,1,1.296164668
C:\Windows\System32\KBDUK.DLL,20480,4,1,1.245645099
C:\Windows\System32\KBDUKX.DLL,24576,4,1,1.03700852
C:\Windows\System32\KBDUR.DLL,20480,4,1,1.307708793
C:\Windows\System32\KBDUR1.DLL,24576,4,1,0.943952971
C:\Windows\System32\KBDURDU.DLL,20480,4,1,1.3100436
C:\Windows\System32\KBDUS.DLL,36864,7,1,0.614949929
C:\Windows\System32\KBDUSA.DLL,20480,4,1,1.278328212
C:\Windows\System32\KBDUSL.DLL,20480,4,1,1.281802666
C:\Windows\System32\KBDUSR.DLL,20480,4,1,1.280700265
C:\Windows\System32\KBDUSX.DLL,24576,4,1,0.975082843
C:\Windows\System32\KBDUZB.DLL,20480,4,1,1.305795827
C:\Windows\System32\KBDVNTC.DLL,20480,4,1,1.287538782
C:\Windows\System32\KBDWOL.DLL,24576,4,1,0.984003162
C:\Windows\System32\KBDYAK.DLL,24576,4,1,0.945479605
C:\Windows\System32\KBDYBA.DLL,24576,4,1,0.998882131
C:\Windows\System32\KBDYCC.DLL,24576,4,1,0.950038864
C:\Windows\System32\KBDYCL.DLL,24576,4,1,1.113028133
